customer_id,signup_date,region,plan,contract_type,monthly_fee_,tenure_months,payment_method,products_held,usage_gbmo,support_contacts_6m,complaints_raised,payment_failures_12m,nps_score_010,acquisition_channel,age_band,gender,paperless_billing,auto_renewal,churn_prob_score,churned_1yes,churn_date,churn_reason,high_risk_flag,revenue_per_product,tenure_band,predicted_churn_prob,predicted_churn
UK00371,2022-02-24 00:00:00.000000,London,Enterprise,Month-to-Month,79.99,42,Direct Debit,4,278.6,1,2,0,2,In-Store,65+,Prefer not to say,Yes,Yes,0.49,0,,,1,19.9975,37m+,0.26270312,0
UK00372,2024-08-19 00:00:00.000000,South East,Premium,1-Year,39.99,8,PayPal,5,47.2,1,0,0,7,Online,55-64,M,No,No,0.18,0,,,0,7.998,7-12m,0.06264535,0
UK00373,2020-11-14 00:00:00.000000,London,Enterprise,1-Year,79.99,39,Direct Debit,3,167.3,4,0,0,7,Referral,35-44,F,No,Yes,0.04,0,,,0,26.66333333333333,37m+,0.043846555,0
UK00374,2021-04-10 00:00:00.000000,East Midlands,Premium,1-Year,39.99,56,Direct Debit,5,57.2,1,0,0,2,Partner,35-44,F,Yes,No,0.2,0,,,0,7.998,37m+,0.04147361,0
UK00375,2020-06-09 00:00:00.000000,East of England,Basic,Month-to-Month,9.99,39,Direct Debit,3,3.6,3,0,0,3,In-Store,35-44,M,No,No,0.65,1,2023-06-25 00:00:00.000000,No longer needed,0,3.33,37m+,0.78130424,1
UK00376,2020-10-01 00:00:00.000000,East of England,Basic,Month-to-Month,9.99,60,Direct Debit,4,3.2,0,0,0,4,In-Store,45-54,F,No,No,0.31,0,,,0,2.4975,37m+,0.11747827,0
UK00377,2021-04-10 00:00:00.000000,London,Premium,Month-to-Month,39.99,24,Direct Debit,3,56.2,3,0,0,10,In-Store,35-44,F,No,No,0.17,0,,,0,13.33,13-24m,0.06769633,0
UK00378,2020-11-02 00:00:00.000000,North West,Enterprise,2-Year,79.99,51,PayPal,2,121.1,0,0,0,2,Online,45-54,F,No,Yes,0.04,0,,,0,39.995,37m+,0.14326671,0
UK00379,2020-08-26 00:00:00.000000,London,Premium,Month-to-Month,39.99,55,Credit Card,2,69.4,2,0,0,4,Phone,55-64,M,Yes,Yes,0.23,0,,,0,19.995,37m+,0.0918483,0
UK00380,2020-09-02 00:00:00.000000,Wales,Premium,1-Year,39.99,64,Direct Debit,5,48.0,5,0,0,8,Phone,45-54,F,No,Yes,0.02,0,,,0,7.998,37m+,0.03925082,0
UK00381,2021-07-14 00:00:00.000000,North West,Standard,1-Year,19.99,41,Credit Card,4,8.0,3,0,0,5,Online,25-34,M,Yes,Yes,0.12,0,,,0,4.9975,37m+,0.06884333,0
UK00382,2020-10-25 00:00:00.000000,Scotland,Premium,Month-to-Month,39.99,60,PayPal,4,25.5,4,1,0,5,Referral,55-64,F,No,Yes,0.33,0,,,0,9.9975,37m+,0.45651066,0
UK00383,2020-10-23 00:00:00.000000,London,Basic,Month-to-Month,9.99,63,Direct Debit,4,6.1,1,0,0,6,Online,55-64,F,Yes,No,0.25,0,,,0,2.4975,37m+,0.2659325,0
UK00384,2021-02-27 00:00:00.000000,London,Standard,1-Year,19.99,29,PayPal,3,13.4,2,1,0,10,Referral,45-54,M,Yes,No,0.12,0,,,0,6.663333333333333,25-36m,0.099972636,0
UK00385,2022-05-04 00:00:00.000000,East of England,Enterprise,2-Year,79.99,14,Credit Card,1,36.9,3,0,0,8,Online,35-44,F,Yes,Yes,0.02,0,,,0,79.99,13-24m,0.085866496,0
UK00386,2023-02-22 00:00:00.000000,London,Standard,Month-to-Month,19.99,26,Credit Card,1,3.2,0,1,0,6,Online,45-54,M,Yes,Yes,0.47,0,,,0,19.99,25-36m,0.27168167,0
UK00387,2022-10-17 00:00:00.000000,East of England,Standard,2-Year,19.99,18,Credit Card,4,6.1,3,2,0,6,Online,55-64,Prefer not to say,Yes,No,0.28,0,,,0,4.9975,13-24m,0.07880826,0
UK00388,2024-04-23 00:00:00.000000,London,Enterprise,Month-to-Month,79.99,8,PayPal,2,0.1,4,0,0,1,Referral,65+,M,No,No,0.77,0,,,0,39.995,7-12m,0.7614799,1
UK00389,2020-07-22 00:00:00.000000,South East,Basic,1-Year,9.99,68,Credit Card,4,3.5,1,0,0,3,Referral,45-54,F,No,Yes,0.42,1,2022-07-08 00:00:00.000000,Poor service quality,0,2.4975,37m+,0.14177792,0
UK00390,2020-06-03 00:00:00.000000,North East,Premium,2-Year,39.99,67,Credit Card,1,13.3,1,0,0,5,Referral,35-44,M,No,No,0.02,0,,,0,39.99,37m+,0.025244039,0
UK00391,2021-08-01 00:00:00.000000,London,Basic,Month-to-Month,9.99,48,Credit Card,1,2.3,0,1,0,7,Online,45-54,F,Yes,No,0.45,1,2026-01-08 00:00:00.000000,No longer needed,0,9.99,37m+,0.81089115,1
UK00392,2021-08-02 00:00:00.000000,West Midlands,Premium,1-Year,39.99,49,Credit Card,3,80.1,1,0,1,5,Phone,55-64,M,Yes,No,0.04,0,,,0,13.33,37m+,0.06360132,0
UK00393,2021-07-18 00:00:00.000000,North West,Standard,1-Year,19.99,48,Direct Debit,5,5.7,1,0,0,6,Partner,45-54,M,Yes,Yes,0.04,0,,,0,3.9979999999999998,37m+,0.05974792,0
UK00394,2020-09-14 00:00:00.000000,North West,Standard,2-Year,19.99,66,Credit Card,2,12.0,1,0,0,3,Partner,45-54,M,Yes,No,0.2,0,,,0,9.995,37m+,0.09788194,0
UK00395,2021-03-02 00:00:00.000000,London,Basic,Month-to-Month,9.99,48,PayPal,3,2.6,1,1,0,6,Online,55-64,F,Yes,No,0.43,1,2022-07-14 00:00:00.000000,Poor service quality,0,3.33,37m+,0.6469994,1
UK00396,2022-06-12 00:00:00.000000,Yorkshire,Standard,2-Year,19.99,44,Direct Debit,5,11.0,0,0,0,7,In-Store,55-64,M,No,No,0.02,0,,,0,3.9979999999999998,37m+,0.029977715,0
UK00397,2020-06-26 00:00:00.000000,Yorkshire,Standard,1-Year,19.99,57,Direct Debit,2,10.0,2,0,1,8,Online,65+,F,Yes,Yes,0.08,0,,,0,9.995,37m+,0.2888966,0
UK00398,2020-06-19 00:00:00.000000,London,Standard,Month-to-Month,19.99,69,Credit Card,2,4.6,0,1,1,0,In-Store,35-44,F,No,Yes,0.67,1,2022-08-01 00:00:00.000000,Poor service quality,1,9.995,37m+,0.9217419,1
UK00399,2022-08-06 00:00:00.000000,South East,Premium,Month-to-Month,39.99,33,Direct Debit,5,61.3,0,0,0,10,Online,65+,M,Yes,No,0.05,0,,,0,7.998,25-36m,0.046661675,0
UK00400,2020-12-22 00:00:00.000000,North West,Standard,Month-to-Month,19.99,42,Direct Debit,1,14.7,0,0,0,10,Referral,35-44,M,Yes,No,0.09,0,,,0,19.99,37m+,0.06777328,0
UK00401,2020-08-30 00:00:00.000000,Yorkshire,Standard,1-Year,19.99,53,Credit Card,1,12.2,0,3,0,10,In-Store,18-24,F,Yes,Yes,0.14,0,,,0,19.99,37m+,0.039581273,0
UK00402,2020-07-12 00:00:00.000000,East of England,Enterprise,2-Year,79.99,69,Credit Card,5,196.3,1,0,0,10,Partner,18-24,F,No,No,0.02,0,,,0,15.998,37m+,0.009700805,0
UK00403,2022-04-09 00:00:00.000000,North West,Premium,2-Year,39.99,45,Credit Card,5,53.8,0,0,0,4,Online,35-44,M,No,Yes,0.02,0,,,0,7.998,37m+,0.0071485806,0
UK00404,2020-11-25 00:00:00.000000,South East,Enterprise,1-Year,79.99,44,Direct Debit,4,131.1,0,1,0,10,Phone,18-24,F,Yes,No,0.02,1,2022-08-31 00:00:00.000000,No longer needed,0,19.9975,37m+,0.52818024,1
UK00405,2020-11-02 00:00:00.000000,North East,Standard,2-Year,19.99,63,PayPal,1,9.1,1,2,1,7,Online,25-34,F,Yes,Yes,0.24,0,,,0,19.99,37m+,0.22125436,0
UK00406,2021-07-20 00:00:00.000000,North West,Enterprise,1-Year,79.99,29,Credit Card,3,130.4,0,1,0,9,In-Store,35-44,M,Yes,Yes,0.02,0,,,0,26.66333333333333,25-36m,0.08610514,0
UK00407,2021-01-11 00:00:00.000000,North West,Premium,1-Year,39.99,36,Direct Debit,5,33.8,0,1,0,7,Online,65+,F,No,Yes,0.1,0,,,0,7.998,25-36m,0.079026,0
UK00408,2020-07-16 00:00:00.000000,Scotland,Basic,1-Year,9.99,69,Credit Card,4,2.4,0,0,0,8,Partner,35-44,Prefer not to say,No,Yes,0.04,0,,,0,2.4975,37m+,0.022142138,0
UK00409,2025-03-31 00:00:00.000000,North West,Standard,2-Year,19.99,6,Direct Debit,3,7.8,4,0,0,5,Online,45-54,Prefer not to say,No,Yes,0.24,0,,,0,6.663333333333333,0-6m,0.5552171,1
UK00410,2022-03-09 00:00:00.000000,South East,Basic,1-Year,9.99,9,PayPal,4,3.9,1,0,1,2,Online,35-44,Prefer not to say,Yes,No,0.68,1,2025-10-26 00:00:00.000000,Unknown,0,2.4975,7-12m,0.7913153,1
UK00411,2024-09-12 00:00:00.000000,East Midlands,Premium,1-Year,39.99,13,Credit Card,1,71.7,5,2,0,8,Partner,35-44,M,No,Yes,0.36,1,2025-03-27 00:00:00.000000,Competitor offer,0,39.99,13-24m,0.3061769,0
UK00412,2022-11-30 00:00:00.000000,North West,Basic,1-Year,9.99,13,PayPal,5,1.5,3,0,0,6,Referral,45-54,M,Yes,No,0.36,0,,,0,1.998,13-24m,0.12530515,0
UK00413,2025-04-19 00:00:00.000000,London,Standard,1-Year,19.99,2,Credit Card,2,7.8,4,0,0,2,Online,18-24,M,No,No,0.77,1,2026-02-26 00:00:00.000000,No longer needed,0,9.995,0-6m,0.92881227,1
UK00414,2021-09-25 00:00:00.000000,South East,Basic,Month-to-Month,9.99,44,PayPal,5,4.4,2,1,0,10,Phone,18-24,M,Yes,Yes,0.35,0,,,0,1.998,37m+,0.33671728,0
UK00415,2020-05-15 00:00:00.000000,West Midlands,Standard,1-Year,19.99,60,Direct Debit,5,10.7,1,0,0,6,Partner,45-54,F,No,Yes,0.04,0,,,0,3.9979999999999998,37m+,0.029724784,0
UK00416,2020-07-08 00:00:00.000000,Scotland,Premium,2-Year,39.99,43,Credit Card,4,54.3,0,3,0,6,Phone,25-34,M,No,Yes,0.02,0,,,0,9.9975,37m+,0.014474981,0
UK00417,2020-11-17 00:00:00.000000,South East,Basic,2-Year,9.99,29,Credit Card,3,3.5,3,0,0,8,Phone,35-44,F,Yes,No,0.12,0,,,0,3.33,25-36m,0.081029885,0
UK00418,2020-09-18 00:00:00.000000,South East,Standard,1-Year,19.99,48,PayPal,5,16.2,3,2,0,10,Online,25-34,F,No,No,0.2,0,,,0,3.9979999999999998,37m+,0.11000181,0
UK00419,2021-01-07 00:00:00.000000,South East,Enterprise,2-Year,79.99,6,PayPal,5,86.6,0,0,0,8,Partner,55-64,M,Yes,No,0.02,0,,,0,15.998,0-6m,0.04329474,0
UK00420,2021-05-11 00:00:00.000000,London,Standard,2-Year,19.99,50,Direct Debit,5,8.5,1,0,0,8,In-Store,65+,F,No,Yes,0.02,0,,,0,3.9979999999999998,37m+,0.01719114,0
UK00421,2020-10-13 00:00:00.000000,North West,Premium,Month-to-Month,39.99,31,Credit Card,4,33.5,1,2,0,6,In-Store,25-34,M,No,No,0.41,0,,,0,9.9975,25-36m,0.053047266,0
UK00422,2020-12-10 00:00:00.000000,North West,Standard,Month-to-Month,19.99,64,Credit Card,2,11.0,1,0,0,6,Referral,35-44,F,No,Yes,0.25,1,2021-05-15 00:00:00.000000,Poor service quality,0,9.995,37m+,0.23174323,0
UK00423,2021-11-01 00:00:00.000000,South East,Standard,Month-to-Month,19.99,43,Bank Transfer,3,17.8,0,0,0,8,Online,25-34,F,No,No,0.03,0,,,0,6.663333333333333,37m+,0.102177456,0
UK00424,2020-06-22 00:00:00.000000,London,Premium,2-Year,39.99,66,Direct Debit,4,16.8,0,1,0,10,Referral,45-54,F,No,No,0.02,0,,,0,9.9975,37m+,0.044372153,0
UK00425,2021-09-17 00:00:00.000000,London,Standard,Month-to-Month,19.99,54,PayPal,5,8.6,0,0,1,7,Referral,35-44,M,No,No,0.21,0,,,0,3.9979999999999998,37m+,0.15702325,0
UK00426,2023-07-13 00:00:00.000000,East of England,Basic,Month-to-Month,9.99,18,PayPal,3,5.3,1,1,2,10,Partner,25-34,M,No,Yes,0.41,0,,,0,3.33,13-24m,0.23433416,0
UK00427,2022-11-13 00:00:00.000000,Scotland,Standard,Month-to-Month,19.99,39,Bank Transfer,5,15.9,0,1,0,3,Online,25-34,F,Yes,No,0.45,1,2025-12-05 00:00:00.000000,Price too high,1,3.9979999999999998,37m+,0.7628611,1
UK00428,2020-11-21 00:00:00.000000,North East,Standard,Month-to-Month,19.99,51,Credit Card,5,12.7,1,1,0,3,Online,35-44,F,No,Yes,0.49,0,,,1,3.9979999999999998,37m+,0.5584056,1
UK00429,2020-09-05 00:00:00.000000,East Midlands,Enterprise,1-Year,79.99,65,Credit Card,2,32.2,0,0,0,7,Phone,35-44,M,Yes,Yes,0.02,0,,,0,39.995,37m+,0.069116704,0
UK00430,2021-07-10 00:00:00.000000,North West,Premium,Month-to-Month,39.99,39,Direct Debit,2,69.2,1,0,0,9,Partner,25-34,F,No,Yes,0.07,0,,,0,19.995,37m+,0.057839073,0
UK00431,2020-05-07 00:00:00.000000,South East,Premium,Month-to-Month,39.99,69,Direct Debit,2,60.6,4,0,1,10,Referral,35-44,M,Yes,Yes,0.25,0,,,0,19.995,37m+,0.09895073,0
UK00432,2020-07-02 00:00:00.000000,West Midlands,Basic,Month-to-Month,9.99,60,Credit Card,2,4.0,1,0,0,8,Phone,35-44,M,Yes,No,0.29,1,2025-11-24 00:00:00.000000,Poor service quality,0,4.995,37m+,0.4687943,0
UK00433,2021-04-23 00:00:00.000000,South West,Basic,Month-to-Month,9.99,13,Credit Card,4,2.8,0,1,0,3,Online,45-54,M,Yes,Yes,0.69,1,2025-08-03 00:00:00.000000,Poor service quality,1,2.4975,13-24m,0.8088058,1
UK00434,2020-05-22 00:00:00.000000,London,Standard,2-Year,19.99,49,Bank Transfer,3,18.4,4,0,0,10,Online,25-34,F,Yes,Yes,0.02,0,,,0,6.663333333333333,37m+,0.019642903,0
UK00435,2022-09-17 00:00:00.000000,London,Premium,Month-to-Month,39.99,22,Credit Card,3,65.7,1,0,0,7,Online,35-44,M,No,No,0.21,1,2025-01-05 00:00:00.000000,Competitor offer,0,13.33,13-24m,0.1963029,0
UK00436,2020-08-06 00:00:00.000000,South West,Basic,Month-to-Month,9.99,48,Direct Debit,4,2.4,1,0,3,9,Referral,65+,F,No,Yes,0.41,0,,,0,2.4975,37m+,0.14215678,0
UK00437,2022-10-30 00:00:00.000000,West Midlands,Enterprise,Month-to-Month,79.99,18,Credit Card,3,251.5,5,1,0,8,Phone,25-34,F,Yes,Yes,0.27,1,2025-02-04 00:00:00.000000,Poor service quality,0,26.66333333333333,13-24m,0.6597243,1
UK00438,2021-08-24 00:00:00.000000,East of England,Premium,Month-to-Month,39.99,11,Bank Transfer,3,50.5,0,0,0,6,Phone,65+,F,No,Yes,0.29,1,2025-05-18 00:00:00.000000,Competitor offer,0,13.33,7-12m,0.5178549,1
UK00439,2021-07-23 00:00:00.000000,East Midlands,Enterprise,2-Year,79.99,37,Direct Debit,3,275.7,1,0,0,5,Online,35-44,M,Yes,Yes,0.02,0,,,0,26.66333333333333,37m+,0.023951944,0
UK00440,2021-08-20 00:00:00.000000,London,Basic,2-Year,9.99,19,Direct Debit,2,0.8,2,1,2,3,In-Store,35-44,M,Yes,Yes,0.68,1,2025-05-12 00:00:00.000000,Poor service quality,1,4.995,13-24m,0.9012239,1
UK00441,2023-09-24 00:00:00.000000,Scotland,Standard,Month-to-Month,19.99,26,Direct Debit,1,5.8,4,0,0,9,Referral,55-64,F,Yes,No,0.33,0,,,0,19.99,25-36m,0.5622549,1
UK00442,2021-05-13 00:00:00.000000,North East,Basic,1-Year,9.99,39,Direct Debit,2,3.3,0,0,0,4,In-Store,35-44,F,Yes,Yes,0.22,0,,,0,4.995,37m+,0.23560072,0
UK00443,2021-06-16 00:00:00.000000,South West,Basic,1-Year,9.99,48,PayPal,4,1.7,5,0,0,10,Partner,25-34,F,Yes,Yes,0.24,0,,,0,2.4975,37m+,0.10386241,0
UK00444,2022-05-17 00:00:00.000000,East of England,Enterprise,1-Year,79.99,45,Credit Card,3,58.1,2,1,2,7,In-Store,65+,M,Yes,Yes,0.16,0,,,0,26.66333333333333,37m+,0.19481282,0
UK00445,2020-10-05 00:00:00.000000,West Midlands,Standard,Month-to-Month,19.99,33,Direct Debit,2,17.2,0,1,0,8,Online,35-44,F,No,No,0.25,0,,,0,9.995,25-36m,0.33894646,0
UK00446,2022-08-05 00:00:00.000000,North East,Standard,1-Year,19.99,40,Credit Card,1,9.0,0,0,1,9,Phone,65+,M,No,Yes,0.02,0,,,0,19.99,37m+,0.07007788,0
UK00447,2021-06-03 00:00:00.000000,London,Premium,2-Year,39.99,9,Direct Debit,4,20.2,2,1,0,6,In-Store,25-34,F,Yes,Yes,0.18,0,,,0,9.9975,7-12m,0.07118398,0
UK00448,2023-11-18 00:00:00.000000,East of England,Premium,Month-to-Month,39.99,25,Credit Card,4,69.9,1,2,0,10,Online,35-44,M,No,Yes,0.29,0,,,0,9.9975,25-36m,0.10862636,0
UK00449,2022-06-02 00:00:00.000000,West Midlands,Standard,Month-to-Month,19.99,13,Direct Debit,1,14.6,2,1,0,5,Partner,45-54,F,No,No,0.45,0,,,0,19.99,13-24m,0.24197663,0
UK00450,2021-04-23 00:00:00.000000,West Midlands,Standard,2-Year,19.99,44,PayPal,3,22.3,2,0,0,9,Referral,18-24,F,No,Yes,0.02,0,,,0,6.663333333333333,37m+,0.015978498,0
UK00451,2022-02-12 00:00:00.000000,Yorkshire,Basic,Month-to-Month,9.99,32,Credit Card,4,0.7,1,1,0,8,Online,18-24,F,No,No,0.39,1,2024-12-15 00:00:00.000000,Poor service quality,0,2.4975,25-36m,0.56385237,1
UK00452,2021-05-04 00:00:00.000000,London,Standard,2-Year,19.99,55,Credit Card,4,1.1,5,1,2,10,Phone,45-54,F,Yes,Yes,0.26,0,,,0,4.9975,37m+,0.2642847,0
UK00453,2020-05-24 00:00:00.000000,South West,Basic,2-Year,9.99,71,Direct Debit,4,3.0,4,0,0,7,Online,35-44,F,Yes,No,0.2,0,,,0,2.4975,37m+,0.0651964,0
UK00454,2023-01-26 00:00:00.000000,South East,Premium,1-Year,39.99,33,Credit Card,1,58.7,2,2,0,10,Phone,55-64,F,Yes,No,0.24,0,,,0,39.99,25-36m,0.13601707,0
UK00455,2021-12-21 00:00:00.000000,West Midlands,Premium,1-Year,39.99,49,Bank Transfer,4,53.3,3,0,0,9,Phone,25-34,M,No,No,0.02,0,,,0,9.9975,37m+,0.021496482,0
UK00456,2020-05-10 00:00:00.000000,London,Basic,Month-to-Month,9.99,69,Direct Debit,4,3.3,1,0,0,6,Phone,25-34,M,No,No,0.35,1,2023-11-20 00:00:00.000000,Moved abroad,0,2.4975,37m+,0.29928884,0
UK00457,2022-12-29 00:00:00.000000,North West,Standard,Month-to-Month,19.99,37,Direct Debit,1,26.5,2,0,3,8,Online,25-34,Prefer not to say,Yes,No,0.35,1,2024-05-14 00:00:00.000000,Moved abroad,0,19.99,37m+,0.43807158,0
UK00458,2025-06-05 00:00:00.000000,South East,Enterprise,2-Year,79.99,7,PayPal,4,262.6,2,0,1,9,Partner,35-44,M,No,No,0.02,0,,,0,19.9975,7-12m,0.016345862,0
UK00459,2022-01-06 00:00:00.000000,Yorkshire,Standard,Month-to-Month,19.99,37,Direct Debit,5,2.5,1,0,1,10,Online,25-34,F,No,Yes,0.23,1,2024-04-13 00:00:00.000000,No longer needed,0,3.9979999999999998,37m+,0.3141562,0
UK00460,2021-04-03 00:00:00.000000,West Midlands,Basic,1-Year,9.99,14,Bank Transfer,2,1.7,1,3,0,10,Online,65+,M,Yes,Yes,0.42,0,,,0,4.995,13-24m,0.15055399,0
UK00461,2024-06-28 00:00:00.000000,East Midlands,Premium,1-Year,39.99,20,Credit Card,1,33.6,0,0,0,6,Phone,55-64,F,No,No,0.08,0,,,0,39.99,13-24m,0.07178584,0
UK00462,2023-01-01 00:00:00.000000,North West,Premium,Month-to-Month,39.99,16,Credit Card,5,37.1,0,0,3,3,Phone,55-64,M,No,No,0.57,1,2025-02-01 00:00:00.000000,Price too high,0,7.998,13-24m,0.68432856,1
UK00463,2020-07-07 00:00:00.000000,North East,Basic,Month-to-Month,9.99,69,Direct Debit,1,2.5,1,1,1,9,Referral,45-54,F,Yes,Yes,0.43,1,2022-07-30 00:00:00.000000,Price too high,0,9.99,37m+,0.7759681,1
UK00464,2020-10-14 00:00:00.000000,South East,Standard,Month-to-Month,19.99,6,Bank Transfer,2,11.6,0,0,1,4,In-Store,35-44,F,No,Yes,0.47,1,2025-10-06 00:00:00.000000,Unknown,0,9.995,0-6m,0.8376769,1
UK00465,2020-05-06 00:00:00.000000,East of England,Standard,Month-to-Month,19.99,69,Direct Debit,3,8.0,1,3,0,8,Online,18-24,M,Yes,Yes,0.27,0,,,0,6.663333333333333,37m+,0.19044392,0
UK00466,2022-07-22 00:00:00.000000,South East,Basic,1-Year,9.99,17,Direct Debit,5,2.8,0,0,2,7,Partner,45-54,Prefer not to say,Yes,Yes,0.36,1,2025-11-09 00:00:00.000000,Poor service quality,0,1.998,13-24m,0.39351663,0
UK00467,2020-05-20 00:00:00.000000,East Midlands,Standard,1-Year,19.99,48,Bank Transfer,5,18.4,2,0,0,8,Online,25-34,F,No,Yes,0.02,0,,,0,3.9979999999999998,37m+,0.014745204,0
UK00468,2022-06-08 00:00:00.000000,North East,Basic,Month-to-Month,9.99,35,Bank Transfer,3,2.9,0,0,2,9,Referral,25-34,F,No,No,0.39,1,2025-04-22 00:00:00.000000,No longer needed,0,3.33,25-36m,0.5315256,1
UK00469,2025-01-28 00:00:00.000000,Yorkshire,Premium,2-Year,39.99,13,Direct Debit,4,51.9,0,1,0,4,Phone,25-34,F,Yes,Yes,0.02,0,,,0,9.9975,13-24m,0.039511148,0
UK00470,2021-04-21 00:00:00.000000,South East,Standard,1-Year,19.99,48,PayPal,5,4.6,1,0,0,5,In-Store,25-34,M,Yes,No,0.14,0,,,0,3.9979999999999998,37m+,0.04233352,0
UK00471,2021-11-12 00:00:00.000000,South East,Basic,2-Year,9.99,41,Bank Transfer,1,5.3,2,2,0,8,Referral,18-24,Prefer not to say,Yes,No,0.16,0,,,0,9.99,37m+,0.12854193,0
UK00472,2020-06-17 00:00:00.000000,West Midlands,Premium,1-Year,39.99,69,Direct Debit,5,58.1,0,1,0,6,Phone,25-34,F,Yes,No,0.02,0,,,0,7.998,37m+,0.05965526,0
UK00473,2020-06-10 00:00:00.000000,North East,Premium,2-Year,39.99,68,Bank Transfer,3,25.6,3,0,2,4,Online,45-54,F,Yes,No,0.06,0,,,0,13.33,37m+,0.106052555,0
UK00474,2021-09-05 00:00:00.000000,London,Basic,Month-to-Month,9.99,51,Credit Card,5,3.7,3,0,0,6,Online,35-44,M,Yes,Yes,0.43,1,2026-02-01 00:00:00.000000,Price too high,0,1.998,37m+,0.37159806,0
UK00475,2020-12-20 00:00:00.000000,London,Standard,Month-to-Month,19.99,63,Credit Card,2,12.6,1,2,0,7,Online,35-44,M,No,Yes,0.45,0,,,0,9.995,37m+,0.14244853,0
UK00476,2021-11-28 00:00:00.000000,North West,Premium,Month-to-Month,39.99,18,Credit Card,3,28.1,3,1,0,7,Online,45-54,F,Yes,Yes,0.37,0,,,0,13.33,13-24m,0.37934363,0
UK00477,2022-06-29 00:00:00.000000,Wales,Enterprise,Month-to-Month,79.99,16,Credit Card,2,0.1,1,1,1,7,Partner,55-64,M,No,Yes,0.45,0,,,0,39.995,13-24m,0.37280548,0
UK00478,2022-06-12 00:00:00.000000,West Midlands,Basic,Month-to-Month,9.99,44,Direct Debit,1,3.0,1,0,0,8,Phone,45-54,M,No,Yes,0.29,0,,,0,9.99,37m+,0.19263427,0
UK00479,2021-03-14 00:00:00.000000,South East,Enterprise,Month-to-Month,79.99,55,Credit Card,1,200.2,2,0,0,8,Online,35-44,M,Yes,Yes,0.05,0,,,0,79.99,37m+,0.08454443,0
UK00480,2022-09-15 00:00:00.000000,London,Standard,Month-to-Month,19.99,7,Direct Debit,2,11.6,0,0,0,7,Online,25-34,M,No,No,0.41,1,2025-09-07 00:00:00.000000,Price too high,0,9.995,7-12m,0.7471694,1
UK00481,2020-08-01 00:00:00.000000,West Midlands,Basic,Month-to-Month,9.99,42,Direct Debit,5,2.2,0,0,2,7,Phone,55-64,M,No,No,0.43,0,,,0,1.998,37m+,0.23075709,0
UK00482,2020-12-26 00:00:00.000000,East Midlands,Standard,1-Year,19.99,31,Credit Card,4,15.9,0,0,0,4,Partner,55-64,F,Yes,No,0.08,0,,,0,4.9975,25-36m,0.045254536,0
UK00483,2022-06-10 00:00:00.000000,Yorkshire,Basic,Month-to-Month,9.99,44,PayPal,2,0.9,1,0,0,7,Partner,65+,F,No,Yes,0.41,0,,,0,4.995,37m+,0.132551,0
UK00484,2020-09-15 00:00:00.000000,North West,Basic,2-Year,9.99,65,Credit Card,3,4.2,2,0,0,4,Partner,25-34,F,No,Yes,0.12,0,,,0,3.33,37m+,0.041680112,0
UK00485,2021-10-01 00:00:00.000000,North West,Premium,Month-to-Month,39.99,50,Direct Debit,2,96.6,0,0,0,5,Phone,35-44,M,Yes,No,0.15,0,,,0,19.995,37m+,0.13158995,0
UK00486,2025-03-17 00:00:00.000000,London,Standard,1-Year,19.99,6,PayPal,2,12.8,4,0,0,5,Phone,25-34,F,Yes,Yes,0.42,0,,,0,9.995,0-6m,0.41243678,0
UK00487,2022-01-24 00:00:00.000000,Wales,Standard,Month-to-Month,19.99,42,PayPal,5,7.1,0,0,2,8,Referral,25-34,Prefer not to say,Yes,No,0.15,0,,,0,3.9979999999999998,37m+,0.1713442,0
UK00488,2024-11-21 00:00:00.000000,Wales,Standard,1-Year,19.99,14,Direct Debit,3,28.7,3,0,0,8,Online,25-34,F,No,Yes,0.08,0,,,0,6.663333333333333,13-24m,0.09054446,0
UK00489,2021-04-28 00:00:00.000000,North West,Premium,2-Year,39.99,19,Direct Debit,2,0.1,1,1,0,2,Online,25-34,M,No,Yes,0.4,1,2024-11-12 00:00:00.000000,Poor service quality,1,19.995,13-24m,0.7963476,1
UK00490,2020-05-07 00:00:00.000000,East Midlands,Standard,Month-to-Month,19.99,52,PayPal,1,5.9,2,0,0,7,Phone,18-24,M,Yes,No,0.29,1,2025-06-21 00:00:00.000000,Competitor offer,0,19.99,37m+,0.55528677,1
UK00491,2022-03-04 00:00:00.000000,London,Premium,1-Year,39.99,14,Direct Debit,1,32.4,0,0,0,9,Online,35-44,M,Yes,Yes,0.02,0,,,0,39.99,13-24m,0.049152557,0
UK00492,2020-05-31 00:00:00.000000,South East,Basic,2-Year,9.99,66,Credit Card,1,3.3,4,0,0,6,Online,65+,F,Yes,No,0.26,1,2021-06-03 00:00:00.000000,Price too high,0,9.99,37m+,0.6462838,1
UK00493,2024-02-14 00:00:00.000000,South East,Enterprise,1-Year,79.99,10,Direct Debit,1,40.3,3,0,0,3,Referral,45-54,F,No,No,0.48,0,,,0,79.99,7-12m,0.17190936,0
UK00494,2022-02-24 00:00:00.000000,Yorkshire,Basic,2-Year,9.99,48,Credit Card,1,2.6,3,1,3,9,Online,35-44,F,No,Yes,0.36,1,2024-09-05 00:00:00.000000,Unknown,0,9.99,37m+,0.48571214,0
